Feed Name,Feed ID,Feed Type,Active Status,Feed Description,Feed Scope Description,Assessment Status,Server Name,Schema Name,Table Name,Reporting Usages,Feed Source EONID,Feed Source Name,Feed Folder,Feed Arrival SLA,System EONID,Authorized Re-Distributer,Data Concept,Boundary,Authority Aligned,Entity Scope,Product Mapping,Feed Priority,Control Owner,Feed Instance,Sourcing Method,Feed Arrival ETA,Business Owner,Tech Owner,Primary IT Contact
EGTS Sleeper Collateral Cusip,91,Feed,Active,​This reports sleeper and under call collateral at cusip currency level,ISG OTC derivatives sleeper collateral data,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_EGTS_SLEEPER_COLLATERAL_CUSIP,5G;6G;LCR -UK;PRA110;ILST;SSMLT,3759,E*GTS,egtssleeper_cusip,14:30 LNT,12659.0,,1) Collateral Position ​2) Eligible Collateral,"​Div:ISG, Derivatives Collateral",Yes,,Derivatives - OTC,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Cross Currency IR Swaps,177,Feed,Active,​DerivOne provides cross currency swap trade transactions details booked in Trend/STS to LHUB in daily dump for 5G reporting purpose.,ISG (including Prime Brokerage),Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_CROSS_CURRENCY_CASHFLOWS_D1,5G;6G;ALMM,12754,DerivOne,xccy_cashflows_d1,13:30 LNT,12659.0,,​Allocated Trade Contract,Cross Currency IR Swaps​,Yes,,Derivatives - OTC,High,FSS-Liquidity Reporting,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
SSIC Data,185,Feed,Active,"
​SSIC to party mapping feed",Hong Kong and Singapore parties for clients,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_SSIC_DATA,Reference Feed (No Direct Reporting Usage),3258,Datalink (SRD),,10:00:00,12659.0,​A2,​Party to Industry Classification Linkage,Singapore Standard Industry Classifications (SSIC),Yes,,Reference Data,,None,,Pull,12:00 PM,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Funding Pool Mapping,170,Feed,Active,Mapping betweenInternal grouping of similar securities that have similar characteristics from a secured funding perspective.,"

All securities and cash available to be used as collateral for securities lending/repos and mapped by CUSIP   (includes other securities we may not use as collateral)",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FUNDING_POOL_MAPPING,Reference Feed (No Direct Reporting Usage),6285,T3,funding_pool_mapping,04:30 LNT,12659.0,   ,Product to Product Linkage,Links CUSIP to Security Pool/Asset Classification,Yes,,Reference Data,,None,,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
MSWM FDB Client View,121,Feed,Active,,,Proposed for Deco,nyqd_lmfr_ate,LIQUIDITY,HUB_MSWM_FDB_CLIENT,,10079,Cage (KGS),mswm_fdb_client,12:00 LNT,12659.0,,​Collateral Value,Wealth Management​,Yes,,TBD,,None,NY01,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Structured CD - SD Feed,210,Feed,Active,"​The initial focus of this feed is to get the notional and market value of the positions with maturity dates and entity, account attribution as of the Trade Date as well as Settlement Date. ",Structured CDs for ISG,Proposed for Deco,nyqd_lmfr_ate,LIQUIDITY,HUB_STRUCTURED_CD_SD_FEED,5G;6G;LCR - US;ILST;Attribution;NSFR U.S.;Unsecured Funding (Debt),33750,OTCDB,debt_struct_cd_sd,05:45 LNT,12659.0,​​OTCDB​,Allocated Trade Contract,​Structured CDs,Yes,MSBNA,Deposits,,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Legacy SAP GL Account Mapping,211,Feed,Active,​Legacy GL to SAP GL Account Mapping,"This covers all the Legacy GL Accounts and their mapping to SAP GL Account
##Comment - Currently we made 211 feeds as Non Referencetial feeds untill Upstream testing is done and made this feed as Manaul
 ",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_LEGACY_SAP_GLACCOUNT_MAP,NSFR U.S.,199,ATLAS,gl_sap_legacy_acct_map,18:00 EST,12659.0,,​GL Account to GL Account Linkage,All divisions​,Yes,MSBNA/MSPBNA,Reference Data,,None,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
SAP GL Account feed,212,Feed,Active,SAP GL accounts and 10Q rollups,"All SAP GL Account Hierarchies
 
##Comment - We have chnaged this feed to Non referencetial feeds until upstream testing is done. And also made it a manual feed",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_SAP_GL_ACCOUNTS,NSFR U.S.,199,ATLAS,sap_gl_accounts,18:00 LNT,12659.0,,​GL Account Hierarchy,All divisions​ - US GAAP Hierarchies,Yes,MSBNA/MSPBNA,Reference Data,,None,,Push,20:00 LNT,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
IT Cusip Feed,124,Manual,Active,​Internally maintained Cusip List,,Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_PRELOAD_TEST_FEED,Reference Feed (No Direct Reporting Usage),12659,LiquityHub,ittestfeed,10:00 LNT,12659.0,,,,,,Reference Data,,None,egts,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
PWM Loans and Deposits,180,Feed,Active,​The purpose of creating this data feeds is to collect current exposure of various clients dealing with the Hong Kong entity in the Firm and thereby preparing the Contingency Funding plan for the entity.  ,"Morgan Stanley Asia legal entities (excluding Japan). Feed should contain total amount of Loan or deposit against the clients/counterparty booked in the T24 system on the given trade date.
",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_PWM_DEPOSITS_LOANS,5G;6G;IRRBB;PRA110;ILST;SSMLT;Asset Encumbrance;NSFR U.S.,6104,Temenos T24,pwm_t24,08:30 LNT,12659.0,,1) Loan Facility 2) Cash at Bank Balance,"1. (Private Wealth management + Asia excluding Japan + Term Facility)
2. (Private Wealth management + Asia excluding Japan + Client)  ",Yes,None,Payables & Receivables,High,FSS-Data Services; FSS-Liquidity Reporting,T24,Pull,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Employee Loans,213,Manual,Active,"
This feed covers Employee Loans given to advisors in the firm that are covered in the FANs system. Current outstanding valuations and information necessary to determine performing and non-performing indicator.","
This feed covers Employee Loans given to advisors in the firm currently maintained in FANs. Feed provided manually on BD by controllers and feed is to be intermediary until fix in FANs is found/ implemented.    ",Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_EMPLOYEE_LOANS,5G;6G;LCR - US;NSFR U.S.,Manual,Manual,employee_loans,12:00 LNT,12659.0,  ,​General Ledger Account Balance,​Employee Loans,No - Risk Acceptance by Corp Tsy,None,Loans,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Doyle Hunt,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Cash Assets Inventory,214,Feed,Active,​Asset Inventory(i.e. Firm long and Firm short) gross-level informationis needed for NSFR and RRP for accurately generating the required information as specified by the regulators.,This feed contains the Firm Cash Assets Inventory gross population,Proposed for Deco,nyqd_lmfr_ate,,,NSFR U.S.,52310,WISE Warehouse,,01:30 LNT,12659.0,,​Market Value,Cash​,Yes,MSBNA/MSPBNA,Inventory - Investment Securities; Inventory - Trading Securities,Medium,None,,Pull,,Subhav Patel,Ian Ridley,
Loan Hub,238,Feed,Active,"​This feed sources the Corporate loans data from Loan Hub. Loan hub manages the lifecycle of Corporate loans.
The loan hub is a system established to source data from D2 and Loan IQ system and provides a centralized access to all the loan data through the Stored Procedure to Treasury. Loan hub is meant to manage the lifecycle of ISG loans.​ "," 
The feed will include all Morgan Stanley entities.
Corporate loans. 
 ",Proposed for Deco,nyqd_lmfr_ate,,,ILST - UK,68367,LoanHub,loan_hub,6:00 LNT,12659.0,​​N/A ,Loan Facility,"Division: ISG, Product Type: Corporate Loans
",Yes,MSBNA,Loans,High,None,,Pull,,,,
FIN41 Netting Summary,218,Feed,Active,"​The “FIN41NettingSummary” feed containsdata from the “Nettable w Netting Amount” report in RACE. It gives theReverse repo vs Repo netting amount which is used in the balance sheet, as per FIN41 netting guidelines.. This net data is fed as input to NSFR OOFA toidentify On/Off Balance Sheet amounts for NSFR for accurately generating the required information as specified by the regulators.","
FIN41 netting includes external and related party repo/reverse repo that meets the FIN41 netting criteria",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FIN41_NETTING_SUMMARY,NSFR U.S.,10522,Regal,fin41_netting,17:00 LNT,12659.0,​N/A,Allocated Trade Contract,"
​Div: All MS Entities / Product: Repo and Reverse Repo",Yes,MSBNA/MSPBNA,Secured Funding Transactions (SFT),Critical,FSS-Data Services; FSS-Liquidity Reporting,,Pull,,,Ryan Zhang,
FIN41 Nettable Detail,219,Feed,Active,​The “FIN41Nettable Detail” feed contains data from the “Nettable Detail” report in RACE. It gives the repo and reverse repo details which participated in the FIN41 netting.,"
FIN41 netting includes external and related party repo/reverse repo that meets the FIN41 netting criteria",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_FIN41_NETTABLE_DETAIL,NSFR U.S.,10522,Regal,fin41_nettable,17:00 LNT,12659.0,​N/A,​Allocated Trade Contract,Div: All MS Entities / Product: Repo and Reverse Repo,Yes,MSBNA/MSPBNA,Secured Funding Transactions (SFT),Critical,FSS-Data Services; FSS-Liquidity Reporting,,Pull,,,Ryan Zhang,
CVA MTM SCENARIO,250,Feed,Active,CVA Trader system forecasts mark-to-market for existing derivatives positions.,All MS Entities,Proposed for Deco,nyqd_lmfr_ate,,,,563,CVA Trader,cva_mtm_scenario,4 AM EST,12659.0,,​Collateral Netting Account Group,"​All derivatives (IR, FX, Credit, COM, EQ OTC trades and listed trades )",Yes,None,TBD,,None,,Push,9:30 AM LNT,Doyle Hunt,Niti Singh,Sayantan Datta
CVA Entity Grouping (CVA TRADES),251,Feed,Active,​This CVA Feed is to provide Collateral grouping  information for the entity and Customer Account along with the threshold values associated with those groups.,All MS Entities,Proposed for Deco,nyqd_lmfr_ate,,,,3748,Credit Risk RDX,cva_entity_grouping,9:30 LNT,12659.0,,​Collateral Netting Account Group,"​All derivatives (IR, FX, Credit, COM, EQ OTC trades and listed trades )",Yes,MSBNA/MSPBNA,TBD,High,Tsy-RRP,,Push,4:30 AM EST,Doyle Hunt,Niti Singh,Sayantan Datta
Gold Swaps and OPALS ,220,Manual,Active,"  
This document covers the Liquidity Hub data requirements for Gold swaps and OPALS manual feed.
Gold swaps are on legacy GL account 275013 (i.e., SAP GL account 230010), which rolls up under 10Q level 3 “OTHER SECURED FINANCING"". This information is required for NSFR computation for the secured financing product type.
OPALS are on legacy GL account - 275100 (i.e., SAP GL account 230010), which rolls up under 10Q level 3 “OTHER SECURED FINANCING""Company code – 1728Cost Centre – 2J18


","  Entity Scope
The feed will include all Morgan Stanley entities.Product Scope
This feed includes following:
1. All Gold swaps manually posted in GL on legacy account 275013.
2. All OPALS manually posted in GL on legacy account 275100, company code 1728 and cost center 2J18.o

",Not in Scope,nyqd_lmfr_ate,LIQUIDITY,HUB_GOLD_SWAPS_OPALS,Asset Encumbrance;NSFR U.S.,Manual,Manual,UAT – /v/region/na/appl/corptsy/lmfr/data/qa/input/gold_swaps_and_opals/ •	Prod - /v/region/na/appl/corptsy/lmfr/data/prod/input/gold_swaps_and_opals/,,12659.0,"​NA
","General Ledger Account Balance
","
1) Corporate Equity-OPALS 2) OTC Commodity Derivative - Goldswaps
",,None,Secured Funding Transactions (SFT),Medium,FSS-Data Services; FSS-Liquidity Reporting,,Pull,,Krishna Ramanan,Patrice Maher,Krishna Ramanan
Net Client Distribution,225,Feed,Active,​This feed contains client balances managed by FAs. Thisdata is needed for the purpose of implementing monte-carlo simulation to estimate the reserve requirement during stress period as FA accounts flee with FA advisors,MSCo.,Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_NET_CLIENT_DISTRIBUTION,ILST,24098,BaselHub,wm_net_client_distribution,15:00 LNT,12659.0,, Actual Settlement Date Account Balance  ,"   
Div:GWM",Yes,None,TBD,High,FSS-Liquidity Reporting,,Push,,Agy Pauly,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
CVA GRS Drop Trade Delta (CVA TRADES),252,Feed,Active,​CVA Trader Dropped Trade Analysis (for contracts that cannot be revalued within CVA Trader).,All MS Entities,Proposed for Deco,nyqd_lmfr_ate,,,,3748,Credit Risk RDX,cva_drop_trades,4 AM EST,12659.0,,​Risk Sensitivity Measure,​OTC Derivatives,Yes,None,TBD,High,None,,Push,4:30 AM EST,Doyle Hunt,Niti Singh,Sayantan Datta
Listed Derivative Exposure,227,Feed,Active,​Listed Derivative Exposure information is needed for NSFR for accurately generating the required information as specified by the regulators.Thedata for this feed is provided by the ALIASSystem.:,"The data delieverd by Listed Derivative Exposure feed is required by NSFR to complete its calculations. A covered company’s NSFR derivative asset amount or derivative liability amount would include the asset or liability values of derivative transactions between a CCP and a company where the company has entered into an offsetting transaction (known as a “back-to-back” transaction). Data in the feed will include the Listed population(both ETO and non ETO) which will be used by NSFR calculators.  
Alias is the only system currently that has both gross and nettings on a daily basis for listed derivatives. Alias data is used on a daily basis for daily business unit balance sheet reporting.",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_LISTED_DERIVATIVE_EXPOSURE,NSFR U.S.;NSFR U.K,422,Raven,alias_derivatives,13:30 LNT,12659.0,​N/A,​Trade Date Account Balance,​ISG – Listed Derivative ,Yes,MSBNA/MSPBNA,Derivatives - Listed,Medium,FSS-Data Services,,Pull,,Subahv Patel / Patrice Maher,Krishna Ramanan,
OTC Derivatives Exposure,226,Feed,Active,"The data deliverd by OTC Derivative Exposure feed is required by NSFR to complete its calculations for Derivatives Exposures and Variation Margin excess allocation. A covered company's NSFR derivative asset amount or derivative liability amount would include the asset or liability values of derivative transactions between a CCP and a company where the company has entered into an offsetting transaction (known as a “back-to-back"" transaction). Data in the feed will include the OTC population(Bilateral and cleared) which will be used by NSFR calculators.

 
OTC Derivative Exposure information is needed for NSFR for accurately generating the required information as specified by the regulators.
The data for this feed is provided by the RACE Systeam. 
","Entity ScopeThe feed will include all Morgan Stanley entities.Product Scope
The feed contains OTC Derivative Exposures Information.Accounts
All accounts that match product scope


 ",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_OTC_DERIVATIVE_EXPOSURE,RFM;NSFR U.S.;NSFR U.K;NSFR EBA,65979,FDW FDWDB,/v/region/na/appl/corptsy/lmfr/data/prod/input/race_derivatives_push/,06:00 AM GMT (Mon-Fri) and 10:00 AM GMT Saturday,12659.0,​N/A,​1) Collateral Balance 2) Trade Date Position,​All MS Entities,Yes,MSBNA/MSPBNA,Derivatives - OTC,High,FSS-Data Services,"Daily,BD2ME , BD6ME",Push,,Subhav Patel,Upstream Technology Owner (ITSO): Ryan Zhang Liquidity Risk Controller Owner:Abby Andersen Treasury Owner:Patrice Maher,liquidityriskdev
Savings Deposit Program (SDP),232,Feed,Active,"​Saving Account deposit- The purpose of creating the feed is to collect Bank Deposits Program data in the Firm’s Liquidity Hub for the daily reports. 

 "," The feed will include all  principal and interest balances within the Savings Program deposits at an account level.  The Savings Program balances are booked to demand deposit accounts (DDA) and are eligible to receive FDIC insurance up to eligible maximums. This feed only impacts the two US Bank entities MSBNA & MSPBNA.

",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_SAVINGS,5G;6G;IRRBB;LCR - US;NSFR U.S.,58841,RBDW-BDP,savings,10:00 EST,12659.0,,​Actual Settlement Date Account Balance,"MSBNA, MSPBNA",Yes,MSBNA/MSPBNA,Deposits,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,12:30 PM EST,Subhav Patel,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Bank Deposits Program (BDP),230,Feed,Active,​BANK DEPOSITS PROGRAM - The purpose of creating the feed is to collect Bank Deposits Program data in the Firm’s Liquidity Hub for the daily reports.  ​,"The feed will include all  principal and interest balances within the BDP at an account level. The BDP balances are booked to money market deposit accounts (MMDA) and demand deposit accounts (DDA) and are eligible to receive FDIC insurance up to eligible maximums. This feed only impacts the two US Bank entities MSBNA & MSPBNA.

",Assessed,nyqd_lmfr_ate,LIQUIDITY,HUB_BANK_DEPOSITS_PROGRAM,5G;6G;IRRBB;LCR - US;ILST;NSFR U.S.,58841,RBDW-BDP,bdp,10:00 EST,12659.0,,​Actual Settlement Date Account Balance,"​MSBNA, MSPBNA",Yes,MSBNA/MSPBNA,Deposits,High,FSS-Data Services; FSS-Liquidity Reporting,,Push,,Subhav Patel,"""Primary_Technology_Owner"" / ""Technology_Owner"" via Tai: http://tai.ms.com/tai/tai.shtml s=CI/view/2435655/",
Joint Ventures,254,Feed,Active,​Feed contains cost centre information along with the effective allocation against each cost centre for Joint Ventures.,,Proposed for Deco,nyqd_lmfr_ate,,,Reference Feed (No Direct Reporting Usage);Attribution,207,COMPASS,joint_ventures,11:00 LNT,12659.0,​N/A,Business Activity Allocation,​Institutional Securities,Yes,None,Reference Data,,None,,Push,,,,
